PCA,LDA,CA,Chi2,RFE,VT,NoReduction
0.7200273832078341,0.7485436712755889,0.6540987242183269,0.6824665042062041,0.7497178201840635,0.7955717127240652,0.7485436712755889
0.6739761901565813,0.7750400230875548,0.6462279389526555,0.6552943262041346,0.72211905994693,0.6692675794450882,0.6552943262041346
0.7056099046749278,0.8101822918659157,0.6743653610760993,0.7317991308529228,0.7564761390863386,0.7056099046749278,0.7056099046749278
0.636767371875246,0.7391835725170255,0.680222243299924,0.700831604418561,0.7391835725170255,0.680222243299924,0.7000252000253
0.7850620368313789,0.8879917968315854,0.7249574789753361,0.7563270144947434,0.8025412225293909,0.7170906482271966,0.7829786441919537
0.7681364013299739,0.787927465010907,0.7141113633612817,0.747653837426884,0.7359497169050284,0.747653837426884,0.787927465010907
0.6912472766690635,0.820172149159746,0.679374051099475,0.7135724790841719,0.7370413937152236,0.7149980144655904,0.7149980144655904
0.770783492104575,0.7610193307417339,0.6704292334427177,0.7685106042337674,0.7750400230875548,0.7463632832498043,0.7250318630668117
0.7126164653004852,0.8792788670838299,0.7836824533788522,0.7860387767736777,0.7788956003133676,0.7149980144655904,0.8040091273572108
0.7661455505053447,0.8450642191700506,0.7491525423728813,0.8018201901278078,0.7811141344019953,0.8018201901278078,0.8018201901278078
0.7414773022003396,0.8433032811627976,0.7357513599190972,0.6912472766690635,0.7149980144655904,0.762875196444299,0.799316940690088
0.6195181313819296,0.8206410828683506,0.7414773022003396,0.762875196444299,0.7370413937152236,0.7467238238893539,0.7316725504297715
0.6354332000488987,0.7096347567434056,0.7570049937755308,0.7002101869974693,0.8242443427800553,0.7799748199650662,0.7651672699032948
0.7147231726009179,0.799466447351151,0.8205250667388749,0.6655367231638418,0.7726212010053024,0.6953240462688797,0.7661455505053447
0.8025422417377683,0.8452665096804881,0.7317991308529228,0.6914357743350881,0.7564761390863386,0.7651672699032948,0.7357052971500772
0.6961675411692252,0.6533801565825087,0.6209570339842179,0.7238157511331067,0.6961675411692252,0.7516214603562568,0.695537158951549
0.7213665200537716,0.7511757017929888,0.6740372669544379,0.6277601058596053,0.6568441086071195,0.7058415507376687,0.6900473165991932
0.7077448897548262,0.8055100342900349,0.7238157511331067,0.7719264758691194,0.7719264758691194,0.7719264758691194,0.7922174016930148
0.7253753722596528,0.8694472382055947,0.6786115101640667,0.7369475825001957,0.6927810305983959,0.708270903713352,0.7444872415882575
0.8602316185571515,0.8619036677154328,0.7618654601287778,0.8592125347899118,0.668726814014072,0.8602316185571515,0.7679356978524783
0.7238157511331067,0.7669469115077159,0.6209570339842179,0.6961675411692252,0.7132335341371264,0.6942079680469175,0.5826816679208918
0.7026309535855024,0.7175623360704366,0.7250293510418124,0.7026309535855024,0.7026309535855024,0.7593359774932169,0.7193550142963461
0.7116145044673076,0.7538233274607867,0.7077448897548262,0.6420012701316877,0.6945304437564499,0.7116145044673076,0.7116145044673076
0.7538686755322515,0.708270903713352,0.663300794696491,0.6287342406203491,0.6781295435140031,0.6287342406203491,0.6953240462688797
0.7593359774932169,0.7678408388934911,0.7836824533788522,0.7802554431691309,0.6955042619660519,0.7577664366979928,0.7788956003133676
0.7038639276440618,0.8087964294005026,0.7497178201840635,0.7038639276440618,0.6580100351040601,0.680017424079756,0.7038639276440618
0.6712291030130668,0.7988812888320307,0.6264914736346557,0.736524958395633,0.622866684604796,0.6828792389898638,0.7195915214213375
0.7091598775402708,0.8079801791492927,0.787927465010907,0.7715735765022518,0.7485436712755889,0.7263058591128895,0.7274763732594449
