PCA,LDA,CA,Chi2,RFE,VT,NoReduction
0.9732992267632721,0.9546783450848239,0.9637980311209908,0.9730114794544829,0.9637980311209908,0.9638746082245758,0.954964856744372
0.9337463984126417,0.9529119369471538,0.9447495899966607,0.9436221311410142,0.9538027327183415,0.9538027327183415,0.9436221311410142
0.9542736428590444,0.9356719204143853,0.8994893233686299,0.9274170381883113,0.9456458232064435,0.9456458232064435,0.9456458232064435
0.9330656158735169,0.9614864864864865,0.9322931168516784,0.9330656158735169,0.922972972972973,0.922972972972973,0.922972972972973
0.9318171642586899,0.9232653332474723,0.9433536962742051,0.9149673161460646,0.9149673161460646,0.9232653332474723,0.9069073275074704
0.97348155466575,0.9648348401006841,0.9641135598940882,0.97348155466575,0.97348155466575,0.9641135598940882,0.97348155466575
0.9651668147793605,0.9475959012986293,0.9298029556650247,0.9737410023607179,0.9651668147793605,0.9651668147793605,0.9561836310118487
0.9620189806290846,0.9418939581735308,0.9710363678902723,0.9714236520798036,0.9714236520798036,0.9714236520798036,0.9808846015417836
0.9726488139132465,0.9546524648361989,0.9362074893944456,0.9819731700478387,0.9819731700478387,0.9636092190500265,0.9555919514281119
0.9614864864864865,0.9330656158735169,0.922972972972973,0.9808846015417836,0.9714236520798036,0.9526644047096471,0.9613892798576573
0.9811064483398101,0.9411535612646289,0.961025641025641,0.9710363678902723,0.9710363678902723,0.9811064483398101,0.9710363678902723
0.9803844614152614,0.9605263157894737,0.9802631578947368,0.9706580365209673,0.9803844614152614,0.9901629731627434,0.9803844614152614
0.9369182340342612,0.9641135598940882,0.9310577812901779,0.929379692923461,0.9379465595868812,0.9379465595868812,0.9196183996041702
0.9422478981246869,0.9497201376947693,0.9603684421896255,0.9224768156202892,0.951166700486987,0.9251888441403261,0.9251888441403261
0.9425773755539033,0.9619111259605746,0.9233128391609499,0.9523761374446806,0.9425773755539033,0.9425773755539033,0.9618419119468566
0.9214081721856466,0.9214081721856466,0.9025641025641026,0.9318171642586899,0.9312776812079784,0.9411535612646289,0.9113886619289696
0.9527233095226311,0.9350849901215303,0.9527233095226311,0.9716698797449438,0.9811064483398101,0.9713662211563571,0.9619111259605746
0.9418939581735308,0.9613892798576573,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737
0.9379465595868812,0.9730114794544829,0.9648348401006841,0.9641135598940882,0.9648348401006841,0.9648348401006841,0.9553075151937314
0.9187628431947845,0.9356719204143853,0.9363984369468832,0.9363984369468832,0.9377975178854565,0.9363984369468832,0.9453030580425382
0.9553075151937314,0.9553075151937314,0.97348155466575,0.9730114794544829,0.97348155466575,0.97348155466575,0.9641135598940882
0.9706787243316417,0.9510671108178232,0.9608989503436111,0.9706787243316417,0.9706787243316417,0.9510671108178232,0.9510671108178232
0.9723664963257207,0.9723664963257207,0.9626426960333879,0.9719487669631416,0.9626596790042581,0.9626596790042581,0.9719487669631416
0.9805128205128205,0.9415384615384615,0.9805128205128205,0.961025641025641,0.9706787243316417,0.9608989503436111,0.9608989503436111
0.952215918514937,0.9527233095226311,0.9337767393003182,0.9437863258697103,0.952215918514937,0.9527233095226311,0.9527233095226311
0.9220512820512821,0.9608989503436111,0.951166700486987,0.9411535612646289,0.9411535612646289,0.9314554973040049,0.951166700486987
0.9807432432432432,0.9723664963257207,0.9622590592970439,0.9723664963257207,0.9723664963257207,0.9723664963257207,0.9723664963257207
0.9726488139132465,0.9543589412770923,0.9724371657566537,0.9543589412770923,0.9540053256141969,0.9632850241545894,0.9632850241545894
0.9527233095226311,0.9337767393003182,0.9233128391609499,0.9238222519211494,0.9238222519211494,0.9238222519211494,0.9330656158735169
