PCA,LDA,CA,Chi2,RFE,VT,NoReduction
0.9559496363876012,0.9728399888618631,0.9546783450848239,0.9546783450848239,0.9728399888618631,0.9559496363876012,0.9559496363876012
0.9241552756673526,0.9529119369471538,0.9337463984126417,0.9436221311410142,0.9337463984126417,0.9241552756673526,0.9436221311410142
0.9633162916109747,0.9274170381883113,0.9542736428590444,0.9540053256141969,0.9355734854717404,0.9633162916109747,0.9633162916109747
0.9613892798576573,0.9516647423709753,0.9418939581735308,0.9344441156347826,0.9432071674821982,0.9418939581735308,0.9322931168516784
0.9798003056828262,0.9349446278186371,0.9591754056647861,0.9520253566747369,0.9609772228646444,0.9798003056828262,0.9591754056647861
0.9553075151937314,0.9822206597667528,0.954964856744372,0.97348155466575,0.97348155466575,0.97348155466575,0.956274719569592
0.9743107905111543,0.9567208652937595,0.9561836310118487,0.9743107905111543,0.9743107905111543,0.9743107905111543,0.9651668147793605
0.9808846015417836,0.9614864864864865,0.9808846015417836,0.9714236520798036,0.9714236520798036,0.9620189806290846,0.9620189806290846
0.9730974402779522,0.9636092190500265,0.9726488139132465,0.9635549872122762,0.9728399888618631,0.9730974402779522,0.9730974402779522
0.9620189806290846,0.9422297297297297,0.9613892798576573,0.9714236520798036,0.9620189806290846,0.9714236520798036,0.9620189806290846
0.9806443394225932,0.9608989503436111,0.9902903378454602,1.0,0.9516647423709753,0.9805128205128205,0.9806443394225932
0.9706580365209673,0.9802631578947368,0.9706580365209673,0.9603684421896255,0.9702915012777673,0.9803844614152614,0.9803844614152614
0.956274719569592,0.9641135598940882,0.9460064600214235,0.9648348401006841,0.9648348401006841,0.956274719569592,0.956274719569592
0.9594017094017093,0.9698726910348652,0.9797008547008548,0.9694200381895797,0.9797008547008548,0.9594017094017093,0.9594017094017093
0.952215918514937,0.9618419119468566,0.9233128391609499,0.9618419119468566,0.942866688940862,0.952215918514937,0.952215918514937
0.9615181754710919,0.9312776812079784,0.9116089718426428,0.9520253566747369,0.9615181754710919,0.9615181754710919,0.9615181754710919
0.9538585286809,0.9437863258697103,0.9350849901215303,0.9716698797449438,0.9626426960333879,0.9905165237977771,0.9811064483398101
0.9603684421896255,0.9702915012777673,0.9702915012777673,0.9605263157894737,0.9605263157894737,0.9702915012777673,0.9605263157894737
0.9553075151937314,0.9730114794544829,0.9371334757217127,0.9822206597667528,0.9822206597667528,0.9730114794544829,0.9641135598940882
